bss,x,y,geometry,dpt,prof,alt,masse_eau,codes_bdlisa,CodeEH,InclusEH,EtatEH,NatureEH,MilieuEH,ThemeEH,OrigineEH
01116X0138/F1,5.15915112,49.365965468,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.15915112032936, 49.3659654682533]}",55,84.0,220.0,['Calcaires des côtes de Meuse de l’Oxfordien et du Kimméridgien et argiles du Callovo-Oxfordien'],135AA61,135AA61,135AA,3,5.0,5,2.0,1.0
00215X0048/F1,3.239777287,50.439375934,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.23977728691927, 50.4393759341003]}",59,90.5,21.88,"[""Sables du Landénien d'Orchies""]",,,,,,,,
00192X0069/F1,2.618256115,50.533501458,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.618256115298878, 50.5335014584464]}",62,66.5,23.0,"[""Craie de l'Artois et de la vallée de la Lys""]",121BD,,,,,,,
09988X0069/F1,6.770573671,43.595098951,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.77057367055877, 43.595098950661]}",83,120.0,161.0,"[""Calcaires et dolomies du Muschelkalk de l'avant-Pays provençal""]",571AE04,571AE04,571AE,2,5.0,3,2.0,1.0
00143C0079/F1,3.101277748,50.706550499,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.10127774773012, 50.706550498504]}",59,168.53,29.8,['Calcaire carbonifère de Roubaix-Tourcoing'],149AC01,149AC01,149AC,1,5.0,2,3.0,1.0
05604X0162/SF1,-1.884898633,46.768019646,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-1.88489863340498, 46.7680196462876]}",85,24.0,7.0,['Sables et calcaires du bassin tertiaire de Jaunay libre'],121AF01,121AF01,121AF,3,5.0,1,2.0,1.0
02718X0005/G1,7.53160435,48.503198818,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [7.5316043498846, 48.50319881782931]}",67,54.0,169.7,"['Nappe d’Alsace, Pliocène de Haguenau et Oligocène']",221AC01,221AC01,221AC,2,5.0,1,1.0,1.0
02606X0120/FG1,3.348191688,48.476555898,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.34819168760814, 48.4765558984844]}",77,15.0,58.2,['Alluvions de la Bassée'],121AQ01,121AQ01,121AQ,2,5.0,5,2.0,1.0
00471X0010/H1,2.579442,50.024385,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.579442, 50.024385]}",80,16.6,77.0,['Craie de la moyenne vallée de la Somme'],121BB01,121BB01,121BB,2,5.0,4,2.0,1.0
00463X0036/H1,2.359760371,49.950685924,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.3597603712661, 49.9506859240222]}",80,48.75,87.0,['Craie de la moyenne vallée de la Somme'],121BB01,121BB01,121BB,2,5.0,4,2.0,1.0
01518X0111/GI1,1.789548814,48.973001803,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.7895488139967, 48.9730018032167]}",78,200.0,30.0,,121AP01,121AP01,121AP,3,5.0,4,2.0,1.0
01992X0034/AVAL1,8.076745336,48.888908413,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [8.07674533612171, 48.888908412893]}",67,23.0,124.0,"['Nappe d’Alsace, Pliocène de Haguenau et Oligocène']",221AA03,221AA03,221AA,2,5.0,1,1.0,1.0
00035X0210/PZO1,2.169598809,50.971087105,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.16959880905396, 50.9710871049055]}",59,27.0,2.9,['Sables du Landénien des Flandres'],101AC01,101AC01,101AC,2,5.0,1,2.0,1.0
06401X0010/P1,1.166927972,46.2153453,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.1669279724502801, 46.21534529973924]}",87,60.0,202.3,['Bassin versant de la Gartempe'],201AE11,201AE11,201AE,2,5.0,2,3.0,1.0
00182X0010/P1,2.274468142,50.499175231,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.27446814219915, 50.4991752305351]}",62,28.85,118.2,['Craie de la vallée de la Canche amont'],121BC30,121BC30,121BC,2,6.0,4,2.0,1.0
00385X0010/P1,3.642216274,50.073154184,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.642216274195285, 50.07315418408622]}",59,12.25,136.0,['Craie du Cambrésis'],914AA01,914AA01,914AA,2,5.0,1,1.0,1.0
00366X0020/P1,2.998530987,50.062827606,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.99853098737183, 50.0628276061331]}",62,56.0,127.14,['Craie des vallées de la Scarpe et de la Sensée'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
00266X0030/P1,2.671466555,50.2656359,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.6714665552970978, 50.26563589953083]}",62,61.0,113.0,['Craie des vallées de la Scarpe et de la Sensée'],121BD,,,,,,,
00026X0040/P1,1.913928133,50.96529028,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.91392813317673, 50.9652902799097]}",62,5.5,3.07,['Sables du Landénien des Flandres'],101AC01,101AC01,101AC,2,5.0,1,2.0,1.0
00215X0140/P1,3.236952538,50.416292462,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.23695253823615, 50.4162924622082]}",59,5.0,17.0,"[""Sables du Landénien d'Orchies""]",918AC01,918AC01,918AC,2,5.0,1,1.0,1.0
02276X0050/P1,5.191462201,48.650982172,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.19146220109239, 48.6509821720293]}",55,12.2,210.0,['Calcaires tithoniens karstiques entre Seine et Ornain'],131AA97,131AA97,131AA,3,5.0,2,2.0,1.0
00267X0050/P1,2.761569433,50.277726599,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.76156943339541, 50.2777265994545]}",62,52.0,62.5,['Craie des vallées de la Scarpe et de la Sensée'],,,,,,,,
00376X0160/P1,3.413210522,50.042665365,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.41321052233158, 50.0426653652167]}",59,13.57,128.0,['Craie du Cambrésis'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
01146X0070/P1,6.228284187,49.395430934,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.22828418741934, 49.3954309340037]}",57,4.55,150.0,"['Alluvions de la Meurthe, de la Moselle et de leurs affluents']",952AC21,952AC21,952AC,2,5.0,1,1.0,1.0
06932X0170/P1,2.971434597,45.898835601,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.97143459661854, 45.8988356009445]}",63,56.2,802.0,['Edifice volcanique de la chaîne des Puys'],153AA01,153AA01,153AA,2,5.0,4,5.0,1.0
07421X0080/P1,3.272231341,45.492043585,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.27223134079263, 45.4920435849755]}",63,5.8,380.5,"[""Alluvions de l'Allier amont""]",932AC01,932AC01,932AC,2,5.0,1,1.0,1.0
00121X0001/P1,2.166152452,50.757855101,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.16615245177338, 50.7578551010517]}",62,39.0,68.0,"[""Craie de l'Audomarois""]",121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
00512X0001/P1,4.103056357,49.986170128,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [4.10305635660382, 49.9861701279473]}",59,42.7,239.0,['Socle ardennais'],211AI01,211AI01,211AI,2,6.0,2,3.0,1.0
00113X0001/P1,2.066261824,50.756321,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.06626182438651, 50.7563209996872]}",62,85.0,146.0,"[""Craie de l'Audomarois""]",121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
00167X0001/P1,1.666093339,50.456802418,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.6660933394143267, 50.456802418423386]}",62,42.8,34.8,['Craie de la vallée de la Canche aval'],121BC,,,,,,,
00115X0011/P1,1.872798025,50.58610468,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.87279802505088, 50.5861046799362]}",62,27.2,103.74,['Craie de la vallée de la Canche aval'],121BC01,121BC01,121BC,2,5.0,4,2.0,1.0
00065X0011/P1,1.865470999,50.842967726,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.86547099933913, 50.8429677262943]}",62,70.0,63.6,"[""Craie de l'Audomarois""]",121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
03745X0021/P1,5.759766305,47.949818854,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.75976630461011, 47.9498188544855]}",52,3.12,260.0,['Calcaires du Muschelkak supérieur et grès rhétiens dans BV Saône'],143AF01,143AF01,143AF,3,5.0,5,2.0,1.0
03366X0021/P1,5.160590403,48.12121808,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.16059040261078, 48.1212180796128]}",52,25.0,256.0,,139AP99,139AP99,139AP,3,5.0,4,2.0,1.0
00291X0031/P1,3.641252377,50.370975314,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.64125237691473, 50.3709753136561]}",59,30.65,54.0,['Craie du Valenciennois'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
00058X0041/P1,1.738949766,50.78936895,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.7389497663955, 50.7893689501909]}",62,3.7,22.5,['Calcaires du Boulonnais'],139AM15,139AM15,139AM,2,5.0,2,2.0,1.0
00171X0051/P1,1.876296016,50.501259163,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.8762960159255, 50.5012591626416]}",62,35.25,69.5,['Craie de la vallée de la Canche aval'],121BC30,121BC30,121BC,2,6.0,4,2.0,1.0
00068X0051/P1,2.079115702,50.816299912,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.07911570244049, 50.8162999120737]}",62,13.0,29.0,,,,,,,,,
00225X0061/P1,3.664411011,50.405332824,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.66441101139092, 50.4053328240423]}",59,7.95,30.0,"[""Sables du Landénien d'Orchies""]",,,,,,,,
01846X0361/P1,2.665305543,48.793635025,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.66530554336762, 48.7936350250679]}",77,62.15,110.0,['Tertiaire - Champigny - en Brie et Soissonnais'],113BA01,113BA01,113BA,X,7.0,1,2.0,1.0
01825X0091/P1,1.843596906,48.785565543,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.84359690634441, 48.7855655434322]}",78,56.0,82.0,['Craie et Tertiaire du Mantois à l’Hurepoix'],113AQ11,,,,,,,
00113X0002/P1,2.008371649,50.705840014,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.00837164929552, 50.70584001369]}",62,16.6,113.0,"[""Craie de l'Audomarois""]",121BD30,121BD30,121BD,3,6.0,4,2.0,1.0
00241X0012/P1,1.820299265,50.387126744,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.82029926504757, 50.3871267443254]}",62,44.0,67.0,"[""Craie de la vallée de l'Authie""]",121BC01,121BC01,121BC,2,5.0,4,2.0,1.0
00112X0012/P1,1.959994667,50.755581627,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.95999466740377, 50.7555816266196]}",62,4.8,89.0,"[""Craie de l'Audomarois""]",123AK03,123AK03,123AK,1,5.0,1,2.0,1.0
03712X0012/P1,4.787615115,48.05870582,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [4.78761511481991, 48.0587058196117]}",52,14.2,220.0,['Calcaires kimméridgiens-oxfordiens karstiques entre Seine et Ornain'],135AA55,135AA55,135AA,2,5.0,5,2.0,1.0
00362X0012/P1,2.983381311,50.179286346,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.983381310500729, 50.1792863458586]}",62,39.5,82.0,['Craie des vallées de la Scarpe et de la Sensée'],121BD,,,,,,,
00305X0152/P1,4.026136396,50.24109131,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [4.02613639648294, 50.2410913104904]}",59,17.85,151.0,"[""Calcaires de l'Avesnois""]",149AG03,149AG03,149AG,2,5.0,2,3.0,1.0
07126X0062/P1,1.210581003,45.61658014,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.21058100326365, 45.61658013956]}",87,28.0,364.75,,372AK02,372AK02,372AK,2,6.0,2,3.0,1.0
00068X0072/P1,2.072320547,50.788062743,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.07232054720596, 50.7880627433803]}",62,53.68,92.5,"[""Craie de l'Audomarois""]",121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
00065X0182/P1,1.797240393,50.800883276,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.79724039339425, 50.8008832757835]}",62,18.5,65.0,['Calcaires du Boulonnais'],149AC01,149AC01,149AC,1,5.0,2,3.0,1.0
00254X0003/P1,2.497380803,50.356956737,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.49738080301874, 50.3569567365813]}",62,30.0,116.5,['Craie des vallées de la Scarpe et de la Sensée'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
00365X0003/P1,2.932528547,50.077054559,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.9325285469142406, 50.077054559061494]}",62,37.6,120.33,['Craie des vallées de la Scarpe et de la Sensée'],121BD,,,,,,,
03375X0013/P1,5.438492403,48.095078223,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.43849240284391, 48.0950782229278]}",52,7.5,383.71,['Calcaires du Dogger entre la Seine et limite de district'],139AP99,139AP99,139AP,3,5.0,4,2.0,1.0
03737X0013/P1,5.621467107,47.898555817,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.62146710656064, 47.8985558172952]}",52,9.0,368.48,['Calcaires du Muschelkak supérieur et grès rhétiens dans BV Saône'],143AB99,143AB99,143AB,3,6.0,1,2.0,1.0
00117X0023/P1,2.033186961,50.6320195,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.03318696083173, 50.6320195000403]}",62,47.6,154.0,"[""Craie de l'Audomarois""]",121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
00198X0123/P1,2.822013306,50.424967186,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.82201330576808, 50.4249671856391]}",62,27.69,43.48,['Craie de la vallée de la Deûle'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
00203A0033/P1,3.073767292,50.547058231,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.07376729217521, 50.5470582312924]}",59,19.5,37.5,['Craie des vallées de la Scarpe et de la Sensée'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
07111X0033/P1,0.763253786,45.708746568,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.76325378599995, 45.7087465677893]}",87,28.0,338.19,,374AC04,374AC04,374AC,2,5.0,2,3.0,1.0
00387X0183/P1,3.847741218,50.127698845,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.84774121781851, 50.1276988445252]}",59,6.33,156.0,"[""Calcaires de l'Avesnois""]",149AC03,149AC03,149AC,2,5.0,2,3.0,1.0
00197X0093/P1,2.732523496,50.448458608,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.73252349601584, 50.4484586077623]}",62,36.0,58.5,['Craie de la vallée de la Deûle'],,,,,,,,
03717X0004/P1,4.871283678,47.92601502,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [4.87128367765625, 47.9260150195799]}",52,7.0,258.0,,139AM01,139AM01,139AM,3,5.0,2,2.0,1.0
00253X0014/P1,2.347869665,50.376752998,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.34786966485896, 50.3767529983468]}",62,6.0,87.0,['Craie de la vallée de la Canche amont'],,,,,,,,
00174X0014/P1,2.137959666,50.58540472,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.1379596655533377, 50.58540471954504]}",62,12.0,94.0,"[""Craie de l'Artois et de la vallée de la Lys""]",121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
00146C0234/P1,3.006692059,50.597384004,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.00669205881683, 50.5973840038256]}",59,13.5,27.48,['Craie de la vallée de la Deûle'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
00197X0044/P1,2.752285584,50.48704612,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.75228558399403, 50.4870461203774]}",62,26.5,40.24,['Craie de la vallée de la Deûle'],,,,,,,,
00104X0054/P1,1.749102181,50.690366314,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.74910218121688, 50.6903663136139]}",62,7.75,47.0,['Calcaires du Boulonnais'],135AA15,135AA15,135AA,2,5.0,2,2.0,1.0
00275X0005/P1,2.888114652,50.253107211,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.88811465160722, 50.2531072105705]}",62,22.0,61.0,['Craie des vallées de la Scarpe et de la Sensée'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
00248X0005/P1,2.130634405,50.287570718,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.130634405211, 50.2875707180463]}",62,48.0,98.0,"[""Craie de la vallée de l'Authie""]",121BC01,121BC01,121BC,2,5.0,4,2.0,1.0
00204B0115/P1,3.226801616,50.567491453,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.22680161636984, 50.5674914525292]}",59,10.1,39.0,['Craie des vallées de la Scarpe et de la Sensée'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
07134X0025/P1,1.794456753,45.689540864,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.79445675349265, 45.6895408644543]}",87,61.0,534.59,['Bassin versant de la Vienne'],201AI01,201AI01,201AI,2,5.0,2,3.0,1.0
00035X0045/P1,2.207170524,50.98851862,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.20717052400438, 50.9885186199449]}",59,2.9,2.46,['Sables du Landénien des Flandres'],,,,,,,,
00353X0055/P1,2.772316388,50.209269543,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.77231638789437, 50.2092695427465]}",62,28.0,82.0,['Craie des vallées de la Scarpe et de la Sensée'],,,,,,,,
00263X0006/P1,2.703100836,50.393266327,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.70310083607612, 50.3932663272874]}",62,17.85,105.0,"[""Craie de l'Artois et de la vallée de la Lys""]",121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
00107X0006/P1,1.680732881,50.599128487,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.68073288127182, 50.5991284873217]}",62,58.45,108.5,['Craie de la vallée de la Canche aval'],121BC01,121BC01,121BC,2,5.0,4,2.0,1.0
01918X0006/P1,5.387452457,48.839693669,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.38745245746361, 48.8396936689954]}",55,14.0,277.95,['Calcaires kimméridgiens-oxfordiens karstiques nord-est du district (entre Ornain et limite de district)'],135AA51,135AA51,135AA,3,5.0,4,2.0,1.0
00174X0026/P1,2.077293642,50.525604265,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.07729364239167, 50.5256042651691]}",62,45.9,156.05,"[""Craie de l'Artois et de la vallée de la Lys""]",121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
00367X0026/P1,3.086181471,50.111181397,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.0861814711129165, 50.11118139716436]}",62,66.4,108.9,['Craie des vallées de la Scarpe et de la Sensée'],121BD,,,,,,,
00171X0007/P1,1.843743663,50.569267195,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.84374366270655, 50.5692671948422]}",62,5.2,55.0,['Craie de la vallée de la Canche aval'],,,,,,,,
00278X0017/P1,3.164470096,50.262591688,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.1644700963676407, 50.262591687596576]}",59,25.0,54.0,['Craie des vallées de la Scarpe et de la Sensée'],121BD,,,,,,,
00172X0037/P1,1.9390917,50.543288069,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.9390917003024, 50.5432880694843]}",62,90.0,185.0,['Craie de la vallée de la Canche aval'],123AK03,123AK03,123AK,1,5.0,1,2.0,1.0
00286X0037/P1,3.349559805,50.271077215,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.34955980536906, 50.2710772151996]}",59,22.2,51.75,['Craie du Cambrésis'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
05213X0018/P1,3.081408484,47.100086755,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.0814084842282, 47.1000867550028]}",58,9.0,212.0,['Calcaires et marnes du Dogger et Jurassique supérieur du Nivernais sud libres'],139AN99,139AN99,139AN,X,7.0,1,2.0,1.0
00147D0218/P1,3.102482544,50.622566922,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.10248254355237, 50.6225669221781]}",59,23.19,30.6,['Craie de la vallée de la Deûle'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
